ModuleID,PartID,Correct Answer,First Response Count,Last Response Count,ValueID,AnswerValue,Variant,Problem Display Name,Question
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@26438f3714b04564936b36aab2edf91b,26438f3714b04564936b36aab2edf91b_2_1,0,107,20,choice_0,Sprint Planning,,Sprints,___________ is a great opportunity to take what can be a very insular process of “Sprinting” to get work done and bring in those most impacted by the work.
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@26438f3714b04564936b36aab2edf91b,26438f3714b04564936b36aab2edf91b_2_1,0,128,12,choice_1,Daily Scrum,,Sprints,___________ is a great opportunity to take what can be a very insular process of “Sprinting” to get work done and bring in those most impacted by the work.
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@26438f3714b04564936b36aab2edf91b,26438f3714b04564936b36aab2edf91b_2_1,1,275,527,choice_2,Sprint Review,,Sprints,___________ is a great opportunity to take what can be a very insular process of “Sprinting” to get work done and bring in those most impacted by the work.
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2c67da204c614a07b30f0e75b9c4c4d4,2c67da204c614a07b30f0e75b9c4c4d4_2_1,0,26,14,choice_2,A Gantt chart,,Question 3,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2c67da204c614a07b30f0e75b9c4c4d4,2c67da204c614a07b30f0e75b9c4c4d4_2_1,0,52,16,choice_0,An Integrated Master Schedule,,Question 3,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2c67da204c614a07b30f0e75b9c4c4d4,2c67da204c614a07b30f0e75b9c4c4d4_2_1,0,241,8,choice_1,A Prioritized Backlog,,Question 3,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2c67da204c614a07b30f0e75b9c4c4d4,2c67da204c614a07b30f0e75b9c4c4d4_2_1,1,219,500,choice_3,Roadmap and Release Plan,,Question 3,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,0,1,[choice_0|choice_1|choice_2|choice_3|choice_4|choice_5],[People first|Pure|Goal-drive|Predictive|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,0,1,[choice_1|choice_2|choice_3|choice_4|choice_5],[Pure|Goal-drive|Predictive|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,1,0,[choice_0|choice_1|choice_2|choice_3|choice_5],[People first|Pure|Goal-drive|Predictive|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,1,0,[choice_0|choice_3|choice_5],[People first|Predictive|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,1,0,[choice_0|choice_5],[People first|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,1,0,[choice_1],[Pure],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,1,0,[choice_1|choice_3|choice_4|choice_5],[Pure|Predictive|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,1,0,[choice_3],[Predictive],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,1,0,[choice_3|choice_4|choice_5],[Predictive|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,1,0,[choice_5],[Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,1,1,[choice_0|choice_1|choice_2|choice_4|choice_5],[People first|Pure|Goal-drive|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,2,0,[choice_0|choice_4|choice_5],[People first|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,2,1,[choice_2|choice_4|choice_5],[Goal-drive|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,2,3,[choice_2],[Goal-drive],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,3,1,[choice_0|choice_1|choice_3|choice_5],[People first|Pure|Predictive|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,3,1,[choice_4],[Scalable],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,3,3,[choice_0|choice_1|choice_3|choice_4],[People first|Pure|Predictive|Scalable],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,4,0,[choice_0|choice_2|choice_4],[People first|Goal-drive|Scalable],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,4,4,[choice_1|choice_2|choice_3|choice_4],[Pure|Goal-drive|Predictive|Scalable],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,6,2,[choice_1|choice_2|choice_4|choice_5],[Pure|Goal-drive|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,7,0,[choice_0|choice_1|choice_2|choice_4],[People first|Pure|Goal-drive|Scalable],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,8,1,[choice_0|choice_2|choice_3|choice_4|choice_5],[People first|Goal-drive|Predictive|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,11,0,[choice_0|choice_2|choice_5],[People first|Goal-drive|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,13,3,[choice_0|choice_1|choice_2|choice_3],[People first|Pure|Goal-drive|Predictive],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,15,2,[choice_0|choice_1|choice_2|choice_5],[People first|Pure|Goal-drive|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,17,1,[choice_0],[People first],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,26,4,[choice_0|choice_1|choice_4|choice_5],[People first|Pure|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,31,5,[choice_0|choice_2|choice_3|choice_4],[People first|Goal-drive|Predictive|Scalable],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,35,3,[choice_2|choice_3|choice_4|choice_5],[Goal-drive|Predictive|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,55,2,[choice_0|choice_2|choice_3|choice_5],[People first|Goal-drive|Predictive|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,0,77,6,[choice_0|choice_3|choice_4|choice_5],[People first|Predictive|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@2daea1135d014f6ab3ba777a8b66f21f,2daea1135d014f6ab3ba777a8b66f21f_2_1,1,1412,1700,[choice_0|choice_2|choice_4|choice_5],[People first|Goal-drive|Scalable|Delivery focused],,Question 1,The key characteristics of Disciplined Agile Delivery (DAD) include: (choose 4 of 6)
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,0,1,[choice_0|choice_1|choice_4],[Each Sprint may be considered as a project with no more than a one-month horizon.|Both the Product Owner and the Scrum Master have the authority to cancel the Sprint.|A fully completed product with testable functionality should be delivered at the end of each Sprint.],,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,0,1,[choice_0|choice_2|choice_4],"[Each Sprint may be considered as a project with no more than a one-month horizon.|During the Sprint, no changes are made that would endanger the Sprint goal.|A fully completed product with testable functionality should be delivered at the end of each Sprint.]",,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,0,3,[choice_1|choice_2|choice_4],"[Both the Product Owner and the Scrum Master have the authority to cancel the Sprint.|During the Sprint, no changes are made that would endanger the Sprint goal.|A fully completed product with testable functionality should be delivered at the end of each Sprint.]",,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,1,1,[choice_3],"[Each Sprint has a goal of what is to be built, a design and flexible plan that will guide building it, the work, and the resultant product increment.]",,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,2,0,[choice_0],[Each Sprint may be considered as a project with no more than a one-month horizon.],,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,2,0,[choice_4],[A fully completed product with testable functionality should be delivered at the end of each Sprint.],,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,2,2,[choice_1],[Both the Product Owner and the Scrum Master have the authority to cancel the Sprint.],,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,3,0,[choice_2],"[During the Sprint, no changes are made that would endanger the Sprint goal.]",,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,4,9,[choice_0|choice_3],"[Each Sprint may be considered as a project with no more than a one-month horizon.|Each Sprint has a goal of what is to be built, a design and flexible plan that will guide building it, the work, and the resultant product increment.]",,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,5,0,[choice_0|choice_1|choice_2],"[Each Sprint may be considered as a project with no more than a one-month horizon.|Both the Product Owner and the Scrum Master have the authority to cancel the Sprint.|During the Sprint, no changes are made that would endanger the Sprint goal.]",,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,6,15,[choice_2|choice_3],"[During the Sprint, no changes are made that would endanger the Sprint goal.|Each Sprint has a goal of what is to be built, a design and flexible plan that will guide building it, the work, and the resultant product increment.]",,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,8,4,[choice_3|choice_4],"[Each Sprint has a goal of what is to be built, a design and flexible plan that will guide building it, the work, and the resultant product increment.|A fully completed product with testable functionality should be delivered at the end of each Sprint.]",,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,28,19,[choice_1|choice_3],"[Both the Product Owner and the Scrum Master have the authority to cancel the Sprint.|Each Sprint has a goal of what is to be built, a design and flexible plan that will guide building it, the work, and the resultant product increment.]",,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,34,13,[choice_0|choice_4],[Each Sprint may be considered as a project with no more than a one-month horizon.|A fully completed product with testable functionality should be delivered at the end of each Sprint.],,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,39,36,[choice_0|choice_2],"[Each Sprint may be considered as a project with no more than a one-month horizon.|During the Sprint, no changes are made that would endanger the Sprint goal.]",,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,61,28,[choice_2|choice_4],"[During the Sprint, no changes are made that would endanger the Sprint goal.|A fully completed product with testable functionality should be delivered at the end of each Sprint.]",,Sprint Myths,
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@327bf800e90d41c58a3c65debcfe5492,327bf800e90d41c58a3c65debcfe5492_2_1,0,90,42,[choice_0|choice_1],[Each Sprint may be considered as a project with no more than a one-month horizon.|Both the Product Owner and the Scrum Master have the authority to cancel the Sprint.],,Sprint Myths,
